Channel 1	Channel 1	Channel 1	Channel 1
Cmt Time	Cmt No	Cmt Text	Mean
 	 	 	µS
0:03:27.093	11	FON	-1.469895542
0:04:10.533	14	FON	-2.869196108
0:06:27.678	23	FON	-0.8938636774
0:08:42.476	32	FON	-2.26451694
0:09:29.176	35	FON	0.003397836552
0:11:44.189	44	FON	1.989559287
0:12:28.367	47	FON	-0.06809624328
0:14:45.655	56	FON	-0.8221289985
0:15:29.19	59	FON	-1.9744302
0:16:57.404	65	FON	-2.198006676
0:18:24.403	71	FON	-2.517748347
0:20:40.689	80	FON	-1.260889218
0:21:24.255	83	FON	0.05859139269
0:22:08.96	86	FON	1.436624904
0:23:36.655	92	FON	-1.923368472
0:24:22.726	95	FON	-2.180714465
0:27:23.428	107	FON	-2.267694924
0:28:08.499	110	FON	-2.433161351
0:29:41.849	116	FON	3.964595158
0:30:25.099	119	FON	2.228625515
0:01:03.341	2	KIS	0.6563082872
0:01:54.041	5	KIS	-0.8624508108
0:02:42.84	8	KIS	0.3917399153
0:04:55.446	17	KIS	-1.379827558
0:05:38.981	20	KIS	-2.003486146
0:07:13.148	26	KIS	0.5793181817
0:07:59.37	29	KIS	-0.7174027224
0:10:13.235	38	KIS	0.5999101435
0:10:56.986	41	KIS	0.6469749462
0:13:14.791	50	KIS	-0.6998116474
0:14:00.937	53	KIS	-0.1750802644
0:16:14.036	62	KIS	-1.679110427
0:17:40.628	68	KIS	-2.530846337
0:19:08.53	74	KIS	2.459959779
0:19:53.162	77	KIS	-0.5476084918
0:22:52.079	89	KIS	-0.9159286446
0:25:09.957	98	KIS	-2.411446697
0:25:53.957	101	KIS	-2.389521327
0:26:39.356	104	KIS	-2.085401442
0:28:56.74	113	KIS	-1.147585595
0:01:23.371	3	nothing	-0.0658441475
0:03:02.846	9	nothing	-0.4369617374
0:03:47.113	12	nothing	-2.217914006
0:05:15.46	18	nothing	-1.387457009
0:07:33.157	27	nothing	0.3148194614
0:08:19.39	30	nothing	-1.558044643
0:12:48.384	48	nothing	0.4627190373
0:16:34.047	63	nothing	-1.931467118
0:17:17.412	66	nothing	-2.378955284
0:18:00.645	69	nothing	-2.657578574
0:18:44.41	72	nothing	1.42688452
0:19:28.543	75	nothing	1.121009015
0:22:28.972	87	nothing	0.2417079707
0:24:42.736	96	nothing	-2.282572436
0:25:29.969	99	nothing	-2.352829833
0:26:13.968	102	nothing	-2.395997542
0:26:59.368	105	nothing	-2.106332666
0:27:43.449	108	nothing	-2.365089397
0:28:28.515	111	nothing	-2.32068334
0:30:01.863	117	nothing	3.270589913
0:00:00.0	1	proceed	0.7844249781
0:01:46.181	4	proceed	-0.4826593511
0:02:35.513	7	proceed	0.8999742384
0:03:23.728	10	proceed	-0.9807904914
0:04:07.943	13	proceed	-2.582369694
0:04:51.709	16	proceed	-1.724037997
0:05:36.308	19	proceed	-1.602647775
0:06:20.474	22	proceed	-0.7778295016
0:07:08.99	25	proceed	0.5253273836
0:07:54.039	28	proceed	-0.1362474208
0:08:40.071	31	proceed	-1.946159044
0:09:24.254	34	proceed	-0.4104520519
0:10:10.686	37	proceed	0.9977373529
0:10:54.652	40	proceed	1.115798524
0:11:39.584	43	proceed	2.669461442
0:12:26.45	46	proceed	-0.0459357068
0:13:09.699	49	proceed	-0.01196018266
0:13:56.948	52	proceed	0.3459391455
0:14:42.28	55	proceed	-0.3869314819
0:15:27.013	58	proceed	-1.792505172
0:16:10.829	61	proceed	-1.647254836
0:16:54.911	64	proceed	-2.064077906
0:17:38.31	67	proceed	-2.472960535
0:18:21.676	70	proceed	-2.664456358
0:19:06.208	73	proceed	2.584217817
0:19:49.758	76	proceed	0.148340188
0:20:36.69	79	proceed	-1.057336839
0:21:22.072	82	proceed	-0.3064515575
0:22:06.438	85	proceed	1.704506335
0:22:50.237	88	proceed	-0.4185898483
0:23:34.653	91	proceed	-1.762303943
0:24:18.235	94	proceed	-2.145319818
0:25:06.084	97	proceed	-2.438623166
0:25:51.833	100	proceed	-2.373433954
0:26:36.249	103	proceed	-2.230794981
0:27:20.598	106	proceed	-2.189261048
0:28:04.714	109	proceed	-2.394468272
0:28:52.93	112	proceed	-2.282083007
0:29:39.779	115	proceed	3.728240338
0:30:22.794	118	proceed	2.357856833
0:02:14.066	6	shock	0.3528623481
0:04:30.545	15	shock	-2.545869876
0:05:58.992	21	shock	-1.709648835
0:06:47.691	24	shock	0.07712545104
0:09:02.489	33	shock	-1.894565703
0:09:49.188	36	shock	0.5921663627
0:10:33.253	39	shock	0.6284373113
0:11:17.003	42	shock	2.103406685
0:12:04.202	45	shock	0.5227205814
0:13:34.8	51	shock	-0.4174948075
0:14:20.949	54	shock	-0.5599503665
0:15:05.665	57	shock	-1.625144099
0:15:49.197	60	shock	-2.007983026
0:20:13.175	78	shock	-1.074524346
0:21:00.708	81	shock	-1.050243108
0:21:44.273	84	shock	0.9348979803
0:23:12.088	90	shock	-1.569556839
0:23:56.67	93	shock	-2.191315737
0:29:16.747	114	shock	2.061677123
0:30:45.112	120	shock	4.71022082
