Channel 1	Channel 1	Channel 1	Channel 1
Cmt Time	Cmt No	Cmt Text	Mean
 	 	 	µS
0:03:36.229	14	FON	-0.1013808883
0:15:35.838	62	FON	-2.69656125
0:00:28.797	2	KIS	-0.1509781388
0:01:17.298	5	KIS	0.3970737795
0:02:02.312	8	KIS	0.0004796931102
0:02:48.918	11	KIS	-0.03811360127
0:04:20.446	17	KIS	-0.09855951812
0:05:04.044	20	KIS	-0.7521127471
0:05:46.861	23	KIS	-0.9018051087
0:06:33.78	26	KIS	-0.1115711987
0:07:17.717	29	KIS	-1.103014757
0:08:02.804	32	KIS	0.5249473006
0:08:47.106	35	KIS	-0.5053372927
0:09:33.355	38	KIS	0.8069194024
0:10:18.809	41	KIS	1.440428766
0:11:03.617	44	KIS	0.327946014
0:11:47.672	47	KIS	1.443732384
0:12:36.375	50	KIS	0.1496949648
0:13:21.678	53	KIS	-1.098665718
0:14:04.902	56	KIS	-2.36286445
0:14:48.342	59	KIS	-3.220993906
0:16:20.148	65	KIS	-1.665275558
0:17:04.116	68	KIS	-1.575655107
0:17:47.676	71	KIS	-3.076141411
0:18:30.938	74	KIS	-4.012392246
0:19:15.466	77	KIS	-4.258802905
0:20:00.506	80	KIS	-4.478741062
0:20:44.346	83	KIS	-4.279430393
0:21:28.208	86	KIS	-4.403652693
0:22:16.409	89	KIS	-4.979989068
0:23:01.208	92	KIS	-4.349620483
0:23:45.054	95	KIS	-4.017533846
0:24:29.646	98	KIS	-4.317346171
0:25:15.373	101	KIS	-4.920049593
0:25:58.933	104	KIS	-5.272599895
0:26:43.461	107	KIS	-5.511486317
0:27:33.02	110	KIS	-5.667156913
0:28:16.307	113	KIS	-5.826641077
0:29:03.882	116	KIS	-5.895663067
0:29:58.762	119	KIS	-5.576841302
0:01:37.317	6	nothing	0.5368279171
0:03:08.931	12	nothing	-0.01529527071
0:04:40.461	18	nothing	-0.4133454295
0:05:24.06	21	nothing	-0.6720693299
0:06:53.791	27	nothing	-0.5724439241
0:08:22.823	33	nothing	0.02766434978
0:10:38.82	42	nothing	1.074672793
0:12:07.685	48	nothing	0.8494509631
0:12:56.385	51	nothing	-0.4292823002
0:13:41.7	54	nothing	-1.672423517
0:17:24.128	69	nothing	-2.334429761
0:18:07.694	72	nothing	-3.600145273
0:19:35.477	78	nothing	-4.548540621
0:21:04.358	84	nothing	-4.214541192
0:21:48.223	87	nothing	-4.663740691
0:23:21.221	93	nothing	-4.059773512
0:24:05.07	96	nothing	-4.350585979
0:24:49.652	99	nothing	-4.652732967
0:25:35.385	102	nothing	-5.103913589
0:26:18.951	105	nothing	-5.437559236
0:27:03.484	108	nothing	-5.592238302
0:27:53.032	111	nothing	-5.736494222
0:28:36.316	114	nothing	-5.86694987
0:00:00.0	1	proceed	-0.1426596087
0:01:12.514	4	proceed	0.2313688859
0:01:58.596	7	proceed	0.2462698467
0:02:43.745	10	proceed	0.5105915328
0:03:29.844	13	proceed	0.02437451063
0:04:18.076	16	proceed	0.3646439874
0:05:01.576	19	proceed	-0.5679776147
0:05:44.891	22	proceed	-0.7170983564
0:06:29.44	25	proceed	0.2806517858
0:07:14.856	28	proceed	-0.8226332576
0:07:59.505	31	proceed	0.828417703
0:08:43.754	34	proceed	-0.2185318473
0:09:29.153	37	proceed	1.023783317
0:10:16.119	40	proceed	1.762302502
0:11:00.985	43	proceed	0.836619492
0:11:44.967	46	proceed	1.679673286
0:12:29.316	49	proceed	0.482793949
0:13:19.349	52	proceed	-0.7969053277
0:14:02.064	55	proceed	-2.040087646
0:14:46.264	58	proceed	-2.813665181
0:15:33.196	61	proceed	-2.510186881
0:16:18.028	64	proceed	-1.357839622
0:17:01.694	67	proceed	-1.027071635
0:17:45.676	70	proceed	-2.726076872
0:18:28.826	73	proceed	-3.803306689
0:19:13.575	76	proceed	-4.173458469
0:19:57.79	79	proceed	-4.402857591
0:20:41.973	82	proceed	-4.111575537
0:21:26.489	85	proceed	-4.243920898
0:22:13.388	88	proceed	-4.837216564
0:22:58.537	91	proceed	-4.287864562
0:23:43.169	94	proceed	-4.039534496
0:24:26.502	97	proceed	-4.136684962
0:25:13.051	100	proceed	-4.80089798
0:25:57.216	103	proceed	-5.184335286
0:26:41.432	106	proceed	-5.508419145
0:27:30.964	109	proceed	-5.642320681
0:28:13.947	112	proceed	-5.784864417
0:29:01.629	115	proceed	-5.868143105
0:29:49.662	118	proceed	-5.793478978
0:00:48.821	3	shock	0.8071394506
0:02:22.33	9	shock	1.249583703
0:03:56.246	15	shock	0.840130669
0:06:06.875	24	shock	0.05404869291
0:07:37.724	30	shock	0.2959572599
0:09:07.122	36	shock	0.4974041701
0:09:53.371	39	shock	1.511540464
0:11:23.636	45	shock	1.136735326
0:14:24.915	57	shock	-2.515419106
0:15:08.364	60	shock	-2.187291699
0:15:55.846	63	shock	-1.22417303
0:16:40.162	66	shock	-0.7880232907
0:18:50.96	75	shock	-3.992058966
0:20:20.525	81	shock	-3.617399233
0:22:36.422	90	shock	-4.193568449
0:29:23.897	117	shock	-5.818072002
0:30:18.779	120	shock	-4.568869854
