Channel 1	Channel 1	Channel 1	Channel 1
Cmt Time	Cmt No	Cmt Text	Mean
 	 	 	µS
0:00:38.993	2	FON	8.599766633
0:01:32.271	5	FON	1.635180373
0:02:17.991	8	FON	6.818454128
0:03:03.99	11	FON	4.003136865
0:03:47.46	14	FON	2.549832522
0:04:30.962	17	FON	2.323574881
0:05:18.874	20	FON	5.726466774
0:06:02.162	23	FON	3.402561
0:06:47.62	26	FON	4.558747314
0:08:15.248	32	FON	1.446616913
0:09:01.181	35	FON	0.3361212153
0:09:46.974	38	FON	5.541586581
0:10:31.926	41	FON	2.968187536
0:11:16.245	44	FON	0.7774181228
0:12:00.621	47	FON	4.584358427
0:12:46.316	50	FON	7.641430801
0:13:42.939	53	FON	3.148163435
0:14:27.692	56	FON	2.15732887
0:15:12.5	59	FON	3.958218621
0:16:00.299	62	FON	6.67778158
0:16:46.514	65	FON	2.834042057
0:18:15.872	71	FON	6.250396263
0:19:03.421	74	FON	4.097490379
0:20:10.239	77	FON	4.255040163
0:20:54.734	80	FON	3.048420729
0:21:42.543	83	FON	3.307964575
0:22:24.846	86	FON	5.629561121
0:23:08.597	89	FON	7.385590555
0:24:01.582	92	FON	4.204790005
0:24:46.203	95	FON	2.296555769
0:25:30.012	98	FON	2.483209065
0:26:13.619	101	FON	9.41731343
0:26:57.178	104	FON	7.333440369
0:27:42.632	107	FON	3.951150477
0:28:26.861	110	FON	2.357640297
0:29:11.69	113	FON	3.751037835
0:29:54.96	116	FON	6.621686528
0:30:38.191	119	FON	5.266886619
0:07:31.225	29	KIS	4.525974691
0:17:31.176	68	KIS	4.873573831
0:00:00.0	1	nothing	1.54471809
0:01:52.292	6	nothing	-0.6609221009
0:05:38.883	21	nothing	2.230571507
0:07:51.248	30	nothing	2.356924383
0:08:35.263	33	nothing	0.3210709662
0:10:06.995	39	nothing	3.775155345
0:10:51.945	42	nothing	1.436893754
0:11:36.26	45	nothing	2.333242467
0:14:47.706	57	nothing	2.474128192
0:17:06.536	66	nothing	2.998175914
0:21:14.748	81	nothing	0.850312815
0:22:02.564	84	nothing	5.490704752
0:22:44.863	87	nothing	3.669932723
0:23:28.612	90	nothing	4.453574773
0:24:21.594	93	nothing	2.24101855
0:25:06.21	96	nothing	1.129073182
0:25:50.026	99	nothing	0.874742085
0:28:02.64	108	nothing	3.596258778
0:28:46.872	111	nothing	0.4658346424
0:30:58.203	120	nothing	3.413424362
0:01:22.354	4	proceed	4.276780779
0:02:15.203	7	proceed	-1.520106704
0:03:01.035	10	proceed	6.069152284
0:03:45.151	13	proceed	2.689368779
0:04:28.35	16	proceed	1.116589782
0:05:12.066	19	proceed	8.731865264
0:05:59.598	22	proceed	3.631864276
0:06:43.48	25	proceed	6.563241243
0:07:28.796	28	proceed	6.222910145
0:08:12.245	31	proceed	1.009754829
0:08:56.495	34	proceed	0.1405415066
0:09:43.027	37	proceed	5.721875793
0:10:29.759	40	proceed	2.246296147
0:11:14.042	43	proceed	0.2813163869
0:11:58.091	46	proceed	3.916119577
0:12:44.123	49	proceed	8.151463156
0:13:39.406	52	proceed	2.803809791
0:14:25.071	55	proceed	3.223403758
0:15:09.57	58	proceed	1.43962756
0:15:57.603	61	proceed	8.07584661
0:16:44.302	64	proceed	2.283162855
0:17:28.584	67	proceed	3.239964313
0:18:13.25	70	proceed	4.211393966
0:18:59.749	73	proceed	2.827288942
0:20:05.981	76	proceed	1.773612904
0:20:51.814	79	proceed	2.792494864
0:21:40.546	82	proceed	-0.3240767404
0:22:22.995	85	proceed	6.119340892
0:23:05.561	88	proceed	4.448247281
0:23:59.443	91	proceed	2.213001401
0:24:43.926	94	proceed	0.7170152611
0:25:27.858	97	proceed	2.486801302
0:26:11.157	100	proceed	4.372830016
0:26:54.523	103	proceed	7.757264124
0:27:39.672	106	proceed	4.336230574
0:28:23.004	109	proceed	3.449782211
0:29:09.47	112	proceed	0.07130517993
0:29:53.236	115	proceed	6.105179811
0:30:35.818	118	proceed	5.203764748
0:00:59.01	3	shock	8.893178761
0:02:38.004	9	shock	9.057286476
0:03:24.004	12	shock	2.715276634
0:04:07.47	15	shock	2.14967888
0:04:50.984	18	shock	10.99382281
0:06:22.182	24	shock	8.316358987
0:07:07.632	27	shock	6.831063012
0:09:21.195	36	shock	3.319482867
0:12:20.642	48	shock	7.729768959
0:13:06.324	51	shock	5.101233599
0:14:02.956	54	shock	4.12663164
0:15:32.521	60	shock	7.42243023
0:16:20.32	63	shock	3.60363632
0:17:51.185	69	shock	5.265437801
0:18:35.884	72	shock	4.994540696
0:19:23.433	75	shock	4.13621013
0:20:30.249	78	shock	4.05676368
0:26:33.625	102	shock	8.351352401
0:27:17.19	105	shock	5.958520809
0:29:31.704	114	shock	5.392086604
0:30:14.97	117	shock	6.428145387
