Channel 1	Channel 1	Channel 1	Channel 1
Cmt Time	Cmt No	Cmt Text	Mean
 	 	 	µS
0:02:50.779	2	FON	2.427793081
0:03:38.402	5	FON	2.242701035
0:04:24.624	8	FON	2.120980509
0:05:12.68	11	FON	0.8515460257
0:05:57.502	14	FON	-0.8520127865
0:06:42.078	17	FON	-2.399781321
0:07:32.54	20	FON	-3.825875388
0:08:18.052	23	FON	-4.698816866
0:09:03.829	26	FON	-3.934857547
0:09:48.867	29	FON	-3.486407979
0:10:35.611	32	FON	-3.479205034
0:11:20.459	35	FON	-4.368598673
0:12:49.25	41	FON	-6.054931919
0:14:22.336	47	FON	-6.747610825
0:15:52.799	53	FON	-6.107516677
0:17:21.877	59	FON	-4.800966835
0:20:02.964	68	FON	-1.904763794
0:21:30.978	74	FON	1.433897989
0:23:47.001	83	FON	3.274565295
0:25:26.248	89	FON	4.806615358
0:27:48.358	98	FON	5.376459654
0:28:34.419	101	FON	5.823793224
0:30:21.899	107	FON	2.322409734
0:31:18.211	110	FON	-0.2844292121
0:32:51.409	116	FON	-2.518298564
0:33:42.96	119	FON	-3.449843028
0:12:04.361	38	KIS	-5.323419529
0:13:37.336	44	KIS	-6.468442417
0:15:06.912	50	KIS	-6.753308548
0:16:37.333	56	KIS	-5.209846381
0:18:06.237	62	KIS	-4.984084034
0:18:56.844	65	KIS	-5.679533677
0:20:46.964	71	KIS	0.4060598794
0:22:16.002	77	KIS	2.670704239
0:23:01.288	80	KIS	3.255453432
0:24:38.943	86	KIS	4.009789515
0:26:11.602	92	KIS	5.55306991
0:26:56.95	95	KIS	5.588044526
0:29:35.013	104	KIS	4.308638007
0:32:06.218	113	KIS	-2.108194727
0:04:44.643	9	nothing	1.702328576
0:05:32.691	12	nothing	0.06093543072
0:06:17.524	15	nothing	-1.672150337
0:07:02.09	18	nothing	-3.062491368
0:08:38.071	24	nothing	-4.584999939
0:10:08.885	30	nothing	-3.353405944
0:10:55.618	33	nothing	-3.845538947
0:11:40.466	36	nothing	-4.815292086
0:14:42.347	48	nothing	-6.808229486
0:15:26.929	51	nothing	-6.50448572
0:16:12.811	54	nothing	-5.657015913
0:16:57.343	57	nothing	-4.922733665
0:17:41.893	60	nothing	-4.801734414
0:18:26.258	63	nothing	-5.228271834
0:20:22.973	69	nothing	-0.5421571077
0:21:50.988	75	nothing	2.197771843
0:22:36.02	78	nothing	2.626614508
0:24:58.95	87	nothing	3.667851173
0:25:46.266	90	nothing	5.621385765
0:26:31.615	93	nothing	5.429329334
0:27:16.965	96	nothing	5.834825023
0:28:08.379	99	nothing	6.041431168
0:28:54.428	102	nothing	5.334825833
0:29:55.027	105	nothing	3.485197262
0:30:41.91	108	nothing	1.385501263
0:31:38.225	111	nothing	-1.223247255
0:32:26.224	114	nothing	-2.070690724
0:34:02.972	120	nothing	-3.343266224
0:00:00.0	1	proceed	1.661219501
0:03:33.393	4	proceed	2.434049711
0:04:20.608	7	proceed	1.85272909
0:05:06.373	10	proceed	1.331939907
0:05:54.439	13	proceed	-0.3556227556
0:06:39.488	16	proceed	-2.123826252
0:07:27.72	19	proceed	-3.508674273
0:08:14.669	22	proceed	-4.530787766
0:09:00.918	25	proceed	-4.157902787
0:09:46.134	28	proceed	-3.494180824
0:10:32.7	31	proceed	-3.375824888
0:11:17.682	34	proceed	-4.108013589
0:12:01.731	37	proceed	-5.09011645
0:12:46.38	40	proceed	-5.936173349
0:13:34.546	43	proceed	-6.356445356
0:14:19.579	46	proceed	-6.706675264
0:15:03.644	49	proceed	-6.739619352
0:15:49.543	52	proceed	-6.437464664
0:16:34.176	55	proceed	-5.375629605
0:17:18.525	58	proceed	-4.815909195
0:18:02.991	61	proceed	-4.865321923
0:18:47.723	64	proceed	-5.456831617
0:20:00.005	67	proceed	-2.786838882
0:20:44.237	70	proceed	-0.02062614601
0:21:28.836	73	proceed	1.293810695
0:22:13.069	76	proceed	2.404384148
0:22:58.118	79	proceed	4.117990531
0:23:43.917	82	proceed	3.055683773
0:24:28.766	85	proceed	3.754413137
0:25:21.998	88	proceed	3.822240585
0:26:08.814	91	proceed	5.51213815
0:26:53.246	94	proceed	5.124623394
0:27:39.662	97	proceed	5.591916114
0:28:30.844	100	proceed	6.024880047
0:29:31.26	103	proceed	4.69871305
0:30:19.259	106	proceed	2.85231203
0:31:03.291	109	proceed	0.5163196214
0:32:02.457	112	proceed	-1.766662458
0:32:48.572	115	proceed	-2.282566978
0:33:40.521	118	proceed	-3.25123616
0:03:10.799	3	shock	2.839138709
0:03:58.411	6	shock	2.12800829
0:07:52.554	21	shock	-4.271140906
0:09:23.836	27	shock	-3.558748939
0:12:24.382	39	shock	-5.73592321
0:13:09.265	42	shock	-6.27592199
0:13:57.347	45	shock	-6.624503414
0:19:16.857	66	shock	-4.778957976
0:21:06.971	72	shock	1.067032929
0:23:21.302	81	shock	3.211692733
0:24:07.017	84	shock	3.769467047
0:33:11.423	117	shock	-2.944811158
