 	 	 	 
 	 	 	 
 	 	 	 
 	 	 	 
Channel 1	Channel 1	Channel 1	Channel 1
Cmt Time	Cmt No	Cmt Text	Mean
 	 	 	µS
0:27:05.426	104	FON	12.0791
0:27:49.602	107	FON	11.8515
0:28:33.815	110	FON	16.6307
0:29:17.928	113	FON	11.7296
0:30:02.833	116	FON	11.7063
0:30:46.575	119	FON	8.408
0:02:14.52	5	FON	9.9065
0:05:18.459	17	FON	7.02
0:06:02.722	20	FON	8.8562
0:06:52.075	23	FON	9.8455
0:07:36.585	26	FON	8.8041
0:08:20.793	29	FON	12.0259
0:09:05.288	32	FON	10.5512
0:09:49.033	35	FON	7.6757
0:10:33.47	38	FON	13.4666
0:11:17.374	41	FON	11.1641
0:12:02.982	44	FON	11.6326
0:12:46.773	47	FON	7.9146
0:13:31.141	50	FON	10.4223
0:14:14.757	53	FON	10.1344
0:14:59.397	56	FON	13.0547
0:15:43.228	59	FON	14.2078
0:16:27.49	62	FON	11.329
0:17:11.554	65	FON	12.0066
0:17:54.737	68	FON	9.2751
0:18:40.809	71	FON	9.1225
0:19:23.56	74	FON	8.6517
0:20:06.414	77	FON	10.256
0:21:02.864	80	FON	14.3466
0:21:46.487	83	FON	12.4065
0:22:31.518	86	FON	12.4582
0:23:18.341	89	FON	10.2163
0:24:02.212	92	FON	8.9239
0:25:34.811	98	FON	8.5794
0:26:20.18	101	FON	10.0569
0:27:05.426	104	FON	11.5365
0:27:49.602	107	FON	11.345
0:28:33.815	110	FON	16.114
0:29:17.928	113	FON	11.2646
0:30:02.833	116	FON	10.8806
0:30:46.575	119	FON	8.2974
0:02:14.52	5	FON	10.3596
0:05:18.459	17	FON	6.9845
0:06:02.722	20	FON	9.2939
0:06:52.075	23	FON	9.441
0:07:36.585	26	FON	8.9863
0:08:20.793	29	FON	11.593
0:09:05.288	32	FON	10.1518
0:09:49.033	35	FON	7.372
0:10:33.47	38	FON	13.0389
0:11:17.374	41	FON	11.1143
0:12:02.982	44	FON	11.904
0:12:46.773	47	FON	7.8457
0:13:31.141	50	FON	9.9406
0:14:14.757	53	FON	10.0939
0:14:59.397	56	FON	13.4534
0:15:43.228	59	FON	14.7238
0:16:27.49	62	FON	11.1519
0:17:11.554	65	FON	11.3952
0:17:54.737	68	FON	9.5851
0:18:40.809	71	FON	8.7948
0:19:23.56	74	FON	8.359
0:20:06.414	77	FON	10.338
0:21:02.864	80	FON	14.0822
0:21:46.487	83	FON	13.0288
0:22:31.518	86	FON	11.7143
0:23:18.341	89	FON	9.9312
0:24:02.212	92	FON	8.7428
0:25:34.811	98	FON	8.54
0:26:20.18	101	FON	10.1723
0:27:05.426	104	FON	10.9565
0:27:49.602	107	FON	10.853
0:28:33.815	110	FON	15.4772
0:29:17.928	113	FON	10.8151
0:30:02.833	116	FON	10.352
0:30:46.575	119	FON	8.1241
0:01:26.161	2	KIS	17.6383
0:03:00.655	8	KIS	9.857
0:03:45.405	11	KIS	5.5217
0:04:31.485	14	KIS	11.3637
0:24:49.62	95	KIS	12.8733
0:01:26.161	2	KIS	20.8582
0:03:00.655	8	KIS	9.3041
0:03:45.405	11	KIS	5.359
0:04:31.485	14	KIS	10.2523
0:24:49.62	95	KIS	12.6151
0:01:26.161	2	KIS	21.0934
0:03:00.655	8	KIS	9.3873
0:03:45.405	11	KIS	5.4009
0:04:31.485	14	KIS	9.5323
0:24:49.62	95	KIS	12.4998
0:01:26.161	2	KIS	20.6598
0:03:00.655	8	KIS	9.1076
0:03:45.405	11	KIS	5.347
0:04:31.485	14	KIS	8.8742
0:24:49.62	95	KIS	12.7075
0:01:46.182	3	shock	19.5474
0:02:34.529	6	shock	12.0983
0:04:05.426	12	shock	12.6379
0:04:51.509	15	shock	7.9599
0:06:22.739	21	shock	17.4018
0:07:56.604	27	shock	21.0541
0:08:40.803	30	shock	15.4947
0:09:25.302	33	shock	9.0878
0:10:09.051	36	shock	12.4617
0:11:37.383	42	shock	16.1859
0:13:06.781	48	shock	9.5185
0:14:34.763	54	shock	17.5718
0:15:19.412	57	shock	15.3952
0:16:03.244	60	shock	15.3554
0:16:47.51	63	shock	14.6968
0:18:14.758	69	shock	11.2707
0:20:26.422	78	shock	15.1416
0:21:22.872	81	shock	12.7362
0:22:51.536	87	shock	11.5402
0:24:22.218	93	shock	10.169
0:26:40.198	102	shock	12.5409
0:27:25.448	105	shock	12.9896
0:28:53.829	111	shock	18.091
0:31:06.593	120	shock	10.4615
0:03:20.678	9	nothing	7.878
0:05:38.475	18	nothing	7.4645
0:07:12.089	24	nothing	7.5355
0:10:53.484	39	nothing	11.7356
0:12:22.999	45	nothing	11.6697
0:13:51.148	51	nothing	7.8039
0:17:31.576	66	nothing	10.8324
0:19:00.824	72	nothing	7.4285
0:19:43.573	75	nothing	6.4729
0:22:06.505	84	nothing	13.9667
0:23:38.352	90	nothing	9.5915
0:25:09.635	96	nothing	12.8353
0:25:54.816	99	nothing	7.6287
0:28:09.613	108	nothing	8.3722
0:29:37.946	114	nothing	8.4836
0:30:22.844	117	nothing	8.6276
