Channel 1	Channel 1	Channel 1	Channel 1
Cmt Time	Cmt No	Cmt Text	Mean
 	 	 	µS
0:00:00.0	1	proceed	0
0:02:57.082	4	proceed	2.756075624
0:03:49.113	7	proceed	3.040279996
0:04:34.195	10	proceed	1.074042186
0:05:19.378	13	proceed	2.045849376
0:06:03.777	16	proceed	-1.145094066
0:06:48.109	19	proceed	11.11056719
0:07:32.641	22	proceed	10.44662813
0:08:16.024	25	proceed	3.766956247
0:09:00.556	28	proceed	7.450893751
0:09:46.489	31	proceed	3.955969689
0:10:29.804	34	proceed	-1.140349998
0:11:13.87	37	proceed	6.44718906
0:11:57.369	40	proceed	-0.09902875015
0:12:41.485	43	proceed	8.72499593
0:13:25.351	46	proceed	6.760317185
0:14:09.55	49	proceed	11.92358344
0:14:53.432	52	proceed	6.815706874
0:15:36.415	55	proceed	3.639073132
0:16:19.964	58	proceed	7.792109687
0:17:03.58	61	proceed	-0.6782471874
0:17:48.012	64	proceed	11.89172625
0:18:32.544	67	proceed	13.65675875
0:19:15.877	70	proceed	12.56193468
0:19:59.093	73	proceed	10.60953157
0:20:41.992	76	proceed	6.107185623
0:21:26.574	79	proceed	6.704005622
0:22:11.34	82	proceed	1.969722189
0:22:54.722	85	proceed	1.835035625
0:23:39.405	88	proceed	5.50446374
0:24:22.804	91	proceed	11.05296875
0:25:07.186	94	proceed	0.5422528126
0:25:50.702	97	proceed	10.78357781
0:26:34.184	100	proceed	8.162225
0:27:17.617	103	proceed	2.695867501
0:28:01.433	106	proceed	0.3785578127
0:28:44.615	109	proceed	1.178266251
0:29:28.214	112	proceed	11.55736156
0:30:16.596	115	proceed	11.99993656
0:31:01.079	118	proceed	6.322817184
0:31:44.695	121	proceed	0.114108125
0:00:00.0	1	proceed	1.098496248
0:02:57.082	4	proceed	4.071495002
0:03:49.113	7	proceed	3.28393375
0:04:34.195	10	proceed	1.14743625
0:05:19.378	13	proceed	1.611181249
0:06:03.777	16	proceed	-1.301765001
0:06:48.109	19	proceed	10.2100525
0:07:32.641	22	proceed	9.530569997
0:08:16.024	25	proceed	3.171301251
0:09:00.556	28	proceed	7.000787497
0:09:46.489	31	proceed	3.501637501
0:10:29.804	34	proceed	0.02622750002
0:11:13.87	37	proceed	7.407185004
0:11:57.369	40	proceed	-0.4520612497
0:12:41.485	43	proceed	8.445322493
0:13:25.351	46	proceed	6.290915
0:14:09.55	49	proceed	11.1997225
0:14:53.432	52	proceed	5.9418325
0:15:36.415	55	proceed	3.267183753
0:16:19.964	58	proceed	7.264387501
0:17:03.58	61	proceed	-1.064598749
0:17:48.012	64	proceed	11.82539376
0:18:32.544	67	proceed	12.80889375
0:19:15.877	70	proceed	11.5287075
0:19:59.093	73	proceed	12.0110525
0:20:41.992	76	proceed	5.067755002
0:21:26.574	79	proceed	6.001941253
0:22:11.34	82	proceed	1.587059999
0:22:54.722	85	proceed	0.06071624995
0:23:39.405	88	proceed	5.750775003
0:24:22.804	91	proceed	8.308472497
0:25:07.186	94	proceed	0.2007037501
0:25:50.702	97	proceed	10.27443626
0:26:34.184	100	proceed	7.563262499
0:27:17.617	103	proceed	2.039164998
0:28:01.433	106	proceed	0.2296824996
0:28:44.615	109	proceed	1.118643751
0:29:28.214	112	proceed	10.91385375
0:30:16.596	115	proceed	14.31248875
0:31:01.079	118	proceed	5.789701253
0:31:44.695	121	proceed	-0.08846625003
0:02:13.826	2	FON	10.4684125
0:03:53.176	8	FON	4.760927246
0:05:21.287	14	FON	3.898679748
0:06:50.133	20	FON	9.7664805
0:07:35.084	23	FON	9.564347996
0:08:19.204	26	FON	2.378085751
0:09:49.082	32	FON	4.516907501
0:11:16.611	38	FON	5.608872247
0:12:43.8	44	FON	7.4877975
0:13:27.991	47	FON	5.275649499
0:14:12.295	50	FON	9.289908502
0:15:38.998	56	FON	1.980290001
0:16:22.596	59	FON	5.503936997
0:17:07.077	62	FON	-1.928486505
0:18:34.987	68	FON	10.55963725
0:19:18.204	71	FON	10.37114425
0:20:01.561	74	FON	7.245555248
0:20:44.986	77	FON	4.497750995
0:21:29.281	80	FON	4.883545498
0:22:58.191	86	FON	2.067996999
0:24:25.488	92	FON	6.716410994
0:25:09.774	95	FON	2.819136251
0:26:36.981	101	FON	6.418690247
0:27:20.567	104	FON	1.350328499
0:28:03.885	107	FON	0.2794102496
0:28:47.228	110	FON	0.7281632505
0:29:31.091	113	FON	8.036393245
0:31:03.937	119	FON	5.687022749
0:02:13.826	2	FON	9.15471988
0:03:53.176	8	FON	3.623708625
0:05:21.287	14	FON	3.175848375
0:06:50.133	20	FON	9.885596123
0:07:35.084	23	FON	8.093593747
0:08:19.204	26	FON	2.572400376
0:09:49.082	32	FON	3.549917124
0:11:16.611	38	FON	4.941176873
0:12:43.8	44	FON	7.037359997
0:13:27.991	47	FON	5.650407
0:14:12.295	50	FON	8.535283375
0:15:38.998	56	FON	1.409801626
0:16:22.596	59	FON	4.639254998
0:17:07.077	62	FON	-1.465742003
0:18:34.987	68	FON	9.431327998
0:19:18.204	71	FON	8.462458245
0:20:01.561	74	FON	6.599784746
0:20:44.986	77	FON	3.891191623
0:21:29.281	80	FON	4.308090124
0:22:58.191	86	FON	2.946096374
0:24:25.488	92	FON	6.965099621
0:25:09.774	95	FON	3.078761501
0:26:36.981	101	FON	5.939346372
0:27:20.567	104	FON	1.210312374
0:28:03.885	107	FON	0.6807487498
0:28:47.228	110	FON	0.5466100001
0:29:31.091	113	FON	7.420113
0:31:03.937	119	FON	4.846836
0:02:13.826	2	FON	8.733197753
0:03:53.176	8	FON	3.370392416
0:05:21.287	14	FON	2.62850425
0:06:50.133	20	FON	8.530987164
0:07:35.084	23	FON	7.37100333
0:08:19.204	26	FON	2.251924167
0:09:49.082	32	FON	3.066098916
0:11:16.611	38	FON	4.662458915
0:12:43.8	44	FON	6.359257914
0:13:27.991	47	FON	5.718807748
0:14:12.295	50	FON	7.640818499
0:15:38.998	56	FON	0.984010667
0:16:22.596	59	FON	4.402556418
0:17:07.077	62	FON	-1.113259835
0:18:34.987	68	FON	8.414863
0:19:18.204	71	FON	7.414245913
0:20:01.561	74	FON	6.180596082
0:20:44.986	77	FON	3.420601914
0:21:29.281	80	FON	3.736275166
0:22:58.191	86	FON	2.6253985
0:24:25.488	92	FON	6.223068748
0:25:09.774	95	FON	3.095760418
0:26:36.981	101	FON	5.491667414
0:27:20.567	104	FON	0.9358632496
0:28:03.885	107	FON	0.8860350834
0:28:47.228	110	FON	0.5148030834
0:29:31.091	113	FON	7.52388108
0:31:03.937	119	FON	4.394183584
0:02:13.826	2	FON	7.940998377
0:03:53.176	8	FON	3.264523687
0:05:21.287	14	FON	2.290486062
0:06:50.133	20	FON	8.226031435
0:07:35.084	23	FON	7.03347362
0:08:19.204	26	FON	1.923383751
0:09:49.082	32	FON	2.659172187
0:11:16.611	38	FON	4.243542249
0:12:43.8	44	FON	5.74153881
0:13:27.991	47	FON	5.698808311
0:14:12.295	50	FON	6.844608938
0:15:38.998	56	FON	0.5966299378
0:16:22.596	59	FON	4.064717626
0:17:07.077	62	FON	-0.8639873763
0:18:34.987	68	FON	7.703107999
0:19:18.204	71	FON	6.615364122
0:20:01.561	74	FON	5.696173186
0:20:44.986	77	FON	3.025678935
0:21:29.281	80	FON	3.172197125
0:22:58.191	86	FON	2.456925378
0:24:25.488	92	FON	5.693849998
0:25:09.774	95	FON	2.939701501
0:26:36.981	101	FON	5.064422748
0:27:20.567	104	FON	0.6473659996
0:28:03.885	107	FON	0.8817509997
0:28:47.228	110	FON	0.4694951249
0:29:31.091	113	FON	7.82813506
0:31:03.937	119	FON	3.994792063
0:03:05.586	5	KIS	6.885967
0:04:38.188	11	KIS	2.185391501
0:06:06.15	17	KIS	1.424186999
0:09:03.466	29	KIS	5.591240995
0:10:32.482	35	KIS	0.04137724994
0:12:00.09	41	KIS	-0.95349875
0:14:55.581	53	KIS	4.295987748
0:17:51.276	65	KIS	11.08533124
0:22:14.312	83	KIS	0.5072225001
0:23:41.903	89	KIS	5.125170496
0:25:53.245	98	KIS	9.153386
0:30:19.402	116	KIS	5.683252498
0:03:05.586	5	KIS	9.836821747
0:04:38.188	11	KIS	2.911936878
0:06:06.15	17	KIS	1.971149875
0:09:03.466	29	KIS	5.368521872
0:10:32.482	35	KIS	0.4655501249
0:12:00.09	41	KIS	-0.9446365
0:14:55.581	53	KIS	3.528735875
0:17:51.276	65	KIS	10.04137012
0:22:14.312	83	KIS	1.5909325
0:23:41.903	89	KIS	5.818580373
0:25:53.245	98	KIS	8.568314874
0:30:19.402	116	KIS	6.098680631
0:03:05.586	5	KIS	11.31977708
0:04:38.188	11	KIS	3.715933749
0:06:06.15	17	KIS	2.11490875
0:09:03.466	29	KIS	4.690226749
0:10:32.482	35	KIS	0.5278939165
0:12:00.09	41	KIS	-0.9782420832
0:14:55.581	53	KIS	2.874356666
0:17:51.276	65	KIS	9.155099492
0:22:14.312	83	KIS	1.27548025
0:23:41.903	89	KIS	4.868114248
0:25:53.245	98	KIS	8.252722998
0:30:19.402	116	KIS	6.060444505
0:03:05.586	5	KIS	11.449886
0:04:38.188	11	KIS	4.434480501
0:06:06.15	17	KIS	2.4374905
0:09:03.466	29	KIS	4.850313499
0:10:32.482	35	KIS	0.5623313118
0:12:00.09	41	KIS	-0.9427482501
0:14:55.581	53	KIS	2.343050125
0:17:51.276	65	KIS	8.335557617
0:22:14.312	83	KIS	1.585674063
0:23:41.903	89	KIS	4.388196373
0:25:53.245	98	KIS	6.958159249
0:30:19.402	116	KIS	5.81882769
0:06:26.161	18	shock	5.69551575
0:07:10.143	21	shock	7.291979998
0:08:39.225	27	shock	2.183240001
0:09:23.474	30	shock	4.539245998
0:10:52.489	36	shock	1.699381
0:12:20.104	42	shock	1.41966025
0:13:03.819	45	shock	4.876625752
0:13:48.002	48	shock	14.188134
0:14:32.318	51	shock	6.833301247
0:15:59.016	57	shock	3.003366249
0:17:27.097	63	shock	1.35943725
0:18:11.296	66	shock	9.381850999
0:18:54.996	69	shock	7.393740007
0:19:38.211	72	shock	5.567172999
0:21:04.993	78	shock	2.610780499
0:21:49.292	81	shock	0.6486474996
0:23:18.206	87	shock	2.787696251
0:24:01.922	90	shock	4.322312002
0:25:29.787	96	shock	4.935231995
0:26:13.253	99	shock	5.850378001
0:29:07.249	111	shock	2.885417002
0:29:51.098	114	shock	9.047808
0:30:39.414	117	shock	4.851836499
0:02:33.856	3	nothing	4.391384001
0:03:25.601	6	nothing	9.511813249
0:04:13.198	9	nothing	2.01898075
0:04:58.198	12	nothing	5.19980351
0:05:41.297	15	nothing	0.6636364998
0:07:55.093	24	nothing	4.675483997
0:10:09.091	33	nothing	0.57635525
0:11:36.621	39	nothing	2.168854994
0:15:15.6	54	nothing	1.133467
0:16:42.616	60	nothing	2.160814251
0:20:21.578	75	nothing	6.606050993
0:22:34.325	84	nothing	2.529149997
0:24:45.505	93	nothing	3.556076252
0:26:57.002	102	nothing	5.207276252
0:27:40.584	105	nothing	-0.7946424996
0:28:23.9	108	nothing	1.073270251
0:31:23.946	120	nothing	2.021040751
