Channel 1	Channel 1	Channel 1	Channel 1
Cmt Time	Cmt No	Cmt Text	Mean
 	 	 	µS
0:00:00.0	1	proceed	0
0:02:22.86	4	proceed	6.190397187
0:03:16.309	7	proceed	2.234797187
0:04:05.24	10	proceed	5.324680927
0:04:55.239	13	proceed	0.7248090627
0:05:40.822	16	proceed	-3.109565001
0:06:27.487	19	proceed	1.981704691
0:07:15.836	22	proceed	8.419544996
0:07:59.785	25	proceed	5.201045936
0:08:45.951	28	proceed	0.5667653126
0:09:30.267	31	proceed	-2.041188125
0:10:15.033	34	proceed	2.703621251
0:11:00.098	37	proceed	10.10336594
0:11:43.731	40	proceed	5.568807184
0:12:28.497	43	proceed	3.930556251
0:13:12.612	46	proceed	1.357766869
0:13:57.195	49	proceed	4.604228454
0:14:45.844	52	proceed	2.230610001
0:15:29.659	55	proceed	5.265147205
0:16:23.258	58	proceed	1.819709688
0:17:06.924	61	proceed	3.807365321
0:17:52.873	64	proceed	3.431352497
0:18:37.556	67	proceed	2.211863749
0:19:21.888	70	proceed	2.999767502
0:20:07.154	73	proceed	5.323331233
0:20:52.319	76	proceed	5.50202593
0:21:36.319	79	proceed	2.646631875
0:22:21.051	82	proceed	3.25753031
0:23:04.867	85	proceed	3.541697176
0:23:51.232	88	proceed	4.38997749
0:24:35.732	91	proceed	1.779707501
0:25:23.264	94	proceed	0.5528671859
0:26:07.38	97	proceed	4.64950969
0:26:52.212	100	proceed	5.621988105
0:27:36.994	103	proceed	3.194468751
0:28:21.027	106	proceed	3.75486375
0:29:07.943	109	proceed	3.492457499
0:29:53.442	112	proceed	7.507154385
0:30:40.041	115	proceed	6.685039376
0:31:25.423	118	proceed	4.136041247
0:32:09.355	121	proceed	3.166870001
0:00:00.0	1	proceed	1.466665
0:02:22.86	4	proceed	5.916180005
0:03:16.309	7	proceed	1.9729125
0:04:05.24	10	proceed	5.230342496
0:04:55.239	13	proceed	0.3225174998
0:05:40.822	16	proceed	-3.273316247
0:06:27.487	19	proceed	2.26641
0:07:15.836	22	proceed	8.483576311
0:07:59.785	25	proceed	4.894166254
0:08:45.951	28	proceed	0.2772400005
0:09:30.267	31	proceed	-2.251773755
0:10:15.033	34	proceed	2.902073749
0:11:00.098	37	proceed	9.86444499
0:11:43.731	40	proceed	5.303550003
0:12:28.497	43	proceed	4.289351245
0:13:12.612	46	proceed	1.330291235
0:13:57.195	49	proceed	4.551229981
0:14:45.844	52	proceed	1.971409999
0:15:29.659	55	proceed	5.355625038
0:16:23.258	58	proceed	1.4866825
0:17:06.924	61	proceed	4.006968743
0:17:52.873	64	proceed	3.408476234
0:18:37.556	67	proceed	2.622511255
0:19:21.888	70	proceed	2.694712495
0:20:07.154	73	proceed	5.376448743
0:20:52.319	76	proceed	5.377964997
0:21:36.319	79	proceed	2.411522499
0:22:21.051	82	proceed	3.137400004
0:23:04.867	85	proceed	3.584957526
0:23:51.232	88	proceed	4.649318695
0:24:35.732	91	proceed	1.646822499
0:25:23.264	94	proceed	0.4553649993
0:26:07.38	97	proceed	4.28127749
0:26:52.212	100	proceed	5.602723746
0:27:36.994	103	proceed	2.886806252
0:28:21.027	106	proceed	4.654276255
0:29:07.943	109	proceed	3.299767505
0:29:53.442	112	proceed	7.963874999
0:30:40.041	115	proceed	6.827546249
0:31:25.423	118	proceed	3.916594977
0:32:09.355	121	proceed	3.015105005
0:01:35.802	2	FON	3.223105498
0:02:34.014	5	FON	6.280911502
0:03:23.232	8	FON	1.275543248
0:04:14.045	11	FON	4.49768199
0:04:59.636	14	FON	-0.7062402496
0:05:44.483	17	FON	-3.64896825
0:06:32.042	20	FON	3.007224
0:08:04.275	26	FON	4.378688749
0:08:49.088	29	FON	-0.1692997501
0:09:33.065	32	FON	-2.627352498
0:10:17.544	35	FON	3.688480249
0:11:02.552	38	FON	9.430335244
0:11:46.623	41	FON	4.835643996
0:12:31.335	44	FON	4.590630056
0:13:15.295	47	FON	1.231139503
0:14:48.396	53	FON	1.441126001
0:15:32.533	56	FON	5.253939504
0:16:25.5	59	FON	0.9333430004
0:17:11.28	62	FON	3.872752251
0:17:55.786	65	FON	3.114243501
0:18:40.161	68	FON	2.9207455
0:19:25.296	71	FON	2.085223753
0:20:09.792	74	FON	5.734196999
0:20:54.839	77	FON	5.296931482
0:21:38.878	80	FON	2.799199004
0:22:23.943	83	FON	2.956209251
0:23:09.334	86	FON	3.776973743
0:23:54.134	89	FON	3.986046494
0:25:25.084	95	FON	0.2860949996
0:26:09.918	98	FON	5.898116497
0:26:54.74	101	FON	5.627528249
0:27:39.219	104	FON	2.42196775
0:28:23.346	107	FON	5.347738513
0:29:10.593	110	FON	2.866892
0:29:57.376	113	FON	8.247514498
0:30:42.929	116	FON	5.939378748
0:31:27.576	119	FON	3.735449995
0:01:35.802	2	FON	3.579472624
0:02:34.014	5	FON	5.699480001
0:03:23.232	8	FON	1.303754499
0:04:14.045	11	FON	4.334187736
0:04:59.636	14	FON	-0.9470739994
0:05:44.483	17	FON	-3.779292248
0:06:32.042	20	FON	2.864244375
0:08:04.275	26	FON	4.147952875
0:08:49.088	29	FON	-0.07591262487
0:09:33.065	32	FON	-2.798138876
0:10:17.544	35	FON	3.636184494
0:11:02.552	38	FON	9.144795496
0:11:46.623	41	FON	4.790539627
0:12:31.335	44	FON	4.528051527
0:13:15.295	47	FON	1.131162626
0:14:48.396	53	FON	1.151412375
0:15:32.533	56	FON	5.458547878
0:16:25.5	59	FON	0.6418625001
0:17:11.28	62	FON	3.636112126
0:17:55.786	65	FON	2.930622501
0:18:40.161	68	FON	3.988806875
0:19:25.296	71	FON	1.953971002
0:20:09.792	74	FON	5.461183246
0:20:54.839	77	FON	5.296833863
0:21:38.878	80	FON	2.932740249
0:22:23.943	83	FON	3.369605375
0:23:09.334	86	FON	3.641471871
0:23:54.134	89	FON	3.861373249
0:25:25.084	95	FON	0.1643024998
0:26:09.918	98	FON	5.345132997
0:26:54.74	101	FON	5.774970872
0:27:39.219	104	FON	2.290041129
0:28:23.346	107	FON	5.764585378
0:29:10.593	110	FON	2.606698375
0:29:57.376	113	FON	8.177593872
0:30:42.929	116	FON	6.058859745
0:31:27.576	119	FON	3.951633117
0:01:35.802	2	FON	4.083456084
0:02:34.014	5	FON	5.301944916
0:03:23.232	8	FON	1.3101805
0:04:14.045	11	FON	4.256083156
0:04:59.636	14	FON	-1.105582416
0:05:44.483	17	FON	-3.901128418
0:06:32.042	20	FON	2.808917166
0:08:04.275	26	FON	3.938618083
0:08:49.088	29	FON	-0.06749808328
0:09:33.065	32	FON	-2.960838167
0:10:17.544	35	FON	4.203370329
0:11:02.552	38	FON	8.82273333
0:11:46.623	41	FON	4.761992004
0:12:31.335	44	FON	4.396317767
0:13:15.295	47	FON	1.231704834
0:14:48.396	53	FON	1.419102584
0:15:32.533	56	FON	5.267709336
0:16:25.5	59	FON	0.6717324171
0:17:11.28	62	FON	3.394767918
0:17:55.786	65	FON	2.745063083
0:18:40.161	68	FON	4.055693415
0:19:25.296	71	FON	1.861999168
0:20:09.792	74	FON	5.083930079
0:20:54.839	77	FON	5.087105822
0:21:38.878	80	FON	2.968739831
0:22:23.943	83	FON	3.352248334
0:23:09.334	86	FON	3.507540414
0:23:54.134	89	FON	3.763419
0:25:25.084	95	FON	0.03358216645
0:26:09.918	98	FON	5.167557994
0:26:54.74	101	FON	5.69184959
0:27:39.219	104	FON	2.251536251
0:28:23.346	107	FON	5.685535921
0:29:10.593	110	FON	2.350193583
0:29:57.376	113	FON	7.885075831
0:30:42.929	116	FON	5.996074246
0:31:27.576	119	FON	3.99214567
0:01:35.802	2	FON	4.410939939
0:02:34.014	5	FON	5.000142499
0:03:23.232	8	FON	1.25495425
0:04:14.045	11	FON	4.12328218
0:04:59.636	14	FON	-1.25433825
0:05:44.483	17	FON	-4.012295188
0:06:32.042	20	FON	2.819556501
0:08:04.275	26	FON	3.710221875
0:08:49.088	29	FON	-0.1171824375
0:09:33.065	32	FON	-3.10452825
0:10:17.544	35	FON	4.300912183
0:11:02.552	38	FON	8.513817872
0:11:46.623	41	FON	4.668208565
0:12:31.335	44	FON	4.213778638
0:13:15.295	47	FON	1.326285123
0:14:48.396	53	FON	1.66441525
0:15:32.533	56	FON	5.161464939
0:16:25.5	59	FON	0.8296070628
0:17:11.28	62	FON	3.159020063
0:17:55.786	65	FON	2.570912813
0:18:40.161	68	FON	4.145382124
0:19:25.296	71	FON	1.804975626
0:20:09.792	74	FON	4.836670934
0:20:54.839	77	FON	4.912196615
0:21:38.878	80	FON	2.934380748
0:22:23.943	83	FON	3.324258937
0:23:09.334	86	FON	3.352807873
0:23:54.134	89	FON	3.6312105
0:25:25.084	95	FON	-0.1099096877
0:26:09.918	98	FON	5.058133497
0:26:54.74	101	FON	5.590284193
0:27:39.219	104	FON	2.201422753
0:28:23.346	107	FON	5.575064625
0:29:10.593	110	FON	2.10554075
0:29:57.376	113	FON	7.502964426
0:30:42.929	116	FON	5.876667252
0:31:27.576	119	FON	4.040607248
0:07:18.792	23	KIS	8.752495743
0:14:03.973	50	KIS	4.44949925
0:24:41.068	92	KIS	1.15430725
0:07:18.792	23	KIS	7.453422869
0:14:03.973	50	KIS	4.679002498
0:24:41.068	92	KIS	0.9845460001
0:07:18.792	23	KIS	7.667179496
0:14:03.973	50	KIS	4.381147328
0:24:41.068	92	KIS	0.8204825001
0:07:18.792	23	KIS	7.467714938
0:14:03.973	50	KIS	4.219084247
0:24:41.068	92	KIS	0.6532563125
0:01:55.816	3	shock	7.041411747
0:03:43.242	9	shock	1.46376175
0:06:04.489	18	shock	-4.301129494
0:06:52.055	21	shock	4.563244249
0:09:53.085	33	shock	-3.122112755
0:10:37.55	36	shock	8.040173741
0:11:22.567	39	shock	7.305982503
0:12:06.632	42	shock	3.913402
0:13:35.313	48	shock	2.034983752
0:15:08.411	54	shock	4.461309002
0:20:29.805	75	shock	5.231259483
0:21:58.886	81	shock	2.689933496
0:23:29.351	87	shock	2.699098751
0:26:29.931	99	shock	5.389962495
0:29:30.61	111	shock	1.996860999
0:30:17.392	114	shock	7.190345506
0:31:02.941	117	shock	5.324472748
0:02:54.029	6	nothing	3.680429254
0:04:34.059	12	nothing	3.1348475
0:05:19.659	15	nothing	-2.00873075
0:07:38.805	24	nothing	7.389613
0:08:24.286	27	nothing	2.479302249
0:09:09.102	30	nothing	-0.6120145001
0:12:51.349	45	nothing	3.242787
0:14:23.979	51	nothing	3.574929004
0:15:52.544	57	nothing	4.57016725
0:16:45.509	60	nothing	2.667852
0:17:31.292	63	nothing	2.119305503
0:18:15.807	66	nothing	2.393313253
0:19:00.173	69	nothing	4.537098733
0:19:45.307	72	nothing	2.137280001
0:21:14.855	78	nothing	4.023117501
0:22:43.952	84	nothing	3.01757925
0:24:14.151	90	nothing	2.861966251
0:25:01.082	93	nothing	-0.009687750418
0:25:45.099	96	nothing	-0.3530232502
0:27:14.746	102	nothing	4.926147497
0:27:59.229	105	nothing	1.966486502
0:28:43.361	108	nothing	4.999757498
0:31:47.592	120	nothing	4.135774762
