Channel 1	Channel 1	Channel 1	Channel 1
Cmt Time	Cmt No	Cmt Text	Mean
 	 	 	µS
0:00:00.0	1	proceed	0.0
0:03:03.039	4	proceed	16.8982
0:03:51.439	7	proceed	2.0264
0:04:37.787	10	proceed	-4.3774
0:05:22.603	13	proceed	11.6354
0:06:06.502	16	proceed	-7.4018
0:06:51.168	19	proceed	20.4512
0:07:37.0	22	proceed	15.3148
0:08:22.483	25	proceed	17.7976
0:09:11.848	28	proceed	12.3019
0:09:59.831	31	proceed	-14.7425
0:10:44.647	34	proceed	10.8924
0:11:32.962	37	proceed	14.9802
0:12:18.628	40	proceed	15.8
0:13:03.527	43	proceed	14.7525
0:13:55.176	46	proceed	16.302
0:14:40.525	49	proceed	17.3766
0:15:30.058	52	proceed	3.7502
0:16:15.024	55	proceed	13.5461
0:16:58.623	58	proceed	3.4637
0:17:43.739	61	proceed	-21.2028
0:18:29.454	64	proceed	12.4516
0:19:15.637	67	proceed	17.3857
0:19:59.519	70	proceed	16.7186
0:20:45.652	73	proceed	-17.8695
0:21:30.867	76	proceed	-3.1597
0:22:17.733	79	proceed	12.5698
0:23:03.199	82	proceed	9.6541
0:23:48.398	85	proceed	10.8212
0:24:37.297	88	proceed	2.3714
0:25:26.513	91	proceed	-23.4887
0:26:14.462	94	proceed	7.8942
0:26:58.578	97	proceed	-20.7433
0:27:41.377	100	proceed	-27.226
0:28:26.759	103	proceed	-23.6977
0:29:11.742	106	proceed	-31.6914
0:29:56.774	109	proceed	10.7147
0:30:44.023	112	proceed	14.7639
0:31:27.589	115	proceed	5.4723
0:32:13.588	118	proceed	-4.0986
0:32:58.721	121	proceed	-5.069
0:00:00.0	1	proceed	-2.0214
0:03:03.039	4	proceed	13.2836
0:03:51.439	7	proceed	0.2505
0:04:37.787	10	proceed	-4.921
0:05:22.603	13	proceed	8.9062
0:06:06.502	16	proceed	-8.8177
0:06:51.168	19	proceed	17.3147
0:07:37.0	22	proceed	12.7198
0:08:22.483	25	proceed	15.0052
0:09:11.848	28	proceed	10.3252
0:09:59.831	31	proceed	-12.6522
0:10:44.647	34	proceed	8.1002
0:11:32.962	37	proceed	12.2527
0:12:18.628	40	proceed	12.9708
0:13:03.527	43	proceed	12.3237
0:13:55.176	46	proceed	13.3153
0:14:40.525	49	proceed	14.296
0:15:30.058	52	proceed	1.359
0:16:15.024	55	proceed	11.4555
0:16:58.623	58	proceed	1.3731
0:17:43.739	61	proceed	-21.8389
0:18:29.454	64	proceed	10.27
0:19:15.637	67	proceed	13.5349
0:19:59.519	70	proceed	13.4453
0:20:45.652	73	proceed	-18.6776
0:21:30.867	76	proceed	-4.4315
0:22:17.733	79	proceed	9.5344
0:23:03.199	82	proceed	6.6528
0:23:48.398	85	proceed	7.6826
0:24:37.297	88	proceed	-0.1499
0:25:26.513	91	proceed	-23.8996
0:26:14.462	94	proceed	5.3904
0:26:58.578	97	proceed	-21.5865
0:27:41.377	100	proceed	-27.2816
0:28:26.759	103	proceed	-24.0966
0:29:11.742	106	proceed	-32.0073
0:29:56.774	109	proceed	8.0737
0:30:44.023	112	proceed	11.3429
0:31:27.589	115	proceed	2.674
0:32:13.588	118	proceed	-6.4299
0:32:58.721	121	proceed	-7.3502
0:02:19.562	2	FON	24.7699
0:03:55.446	8	FON	2.4581
0:05:24.702	14	FON	7.5697
0:07:39.86	23	FON	11.7774
0:09:17.291	29	FON	5.0515
0:10:49.024	35	FON	3.723
0:12:21.424	41	FON	9.2762
0:13:57.214	47	FON	11.9287
0:15:32.285	53	FON	-0.7834
0:17:00.532	59	FON	-0.794
0:18:33.5	65	FON	10.1124
0:20:02.979	71	FON	7.1059
0:21:33.313	77	FON	-4.4293
0:23:06.217	83	FON	1.4598
0:24:39.918	89	FON	-4.3455
0:26:16.437	95	FON	4.767
0:27:00.564	98	FON	-23.1923
0:28:28.739	104	FON	-24.6716
0:29:13.987	107	FON	-28.2322
0:29:58.618	110	FON	5.0853
0:30:46.208	113	FON	7.0985
0:32:16.328	119	FON	-10.6922
0:02:19.562	2	FON	28.4021
0:03:55.446	8	FON	3.0231
0:05:24.702	14	FON	5.4153
0:07:39.86	23	FON	13.8625
0:09:17.291	29	FON	3.9447
0:10:49.024	35	FON	3.2998
0:12:21.424	41	FON	9.2401
0:13:57.214	47	FON	10.2199
0:15:32.285	53	FON	-1.5063
0:17:00.532	59	FON	-2.3353
0:18:33.5	65	FON	8.9854
0:20:02.979	71	FON	4.3952
0:21:33.313	77	FON	-3.9477
0:23:06.217	83	FON	-0.8639
0:24:39.918	89	FON	-6.6519
0:26:16.437	95	FON	3.6891
0:27:00.564	98	FON	-24.086
0:28:28.739	104	FON	-25.2115
0:29:13.987	107	FON	-20.3918
0:29:58.618	110	FON	3.0668
0:30:46.208	113	FON	4.5856
0:32:16.328	119	FON	-12.5643
0:02:19.562	2	FON	29.1637
0:03:55.446	8	FON	3.2291
0:05:24.702	14	FON	4.0525
0:07:39.86	23	FON	17.9817
0:09:17.291	29	FON	2.3051
0:10:49.024	35	FON	3.0739
0:12:21.424	41	FON	8.6445
0:13:57.214	47	FON	9.9011
0:15:32.285	53	FON	-2.7922
0:17:00.532	59	FON	-4.0903
0:18:33.5	65	FON	7.675
0:20:02.979	71	FON	1.8274
0:21:33.313	77	FON	-4.565
0:23:06.217	83	FON	-3.1852
0:24:39.918	89	FON	-8.8373
0:26:16.437	95	FON	1.8397
0:27:00.564	98	FON	-24.8303
0:28:28.739	104	FON	-25.8037
0:29:13.987	107	FON	-16.7927
0:29:58.618	110	FON	0.8633
0:30:46.208	113	FON	2.2305
0:32:16.328	119	FON	-14.4548
0:02:19.562	2	FON	29.5669
0:03:55.446	8	FON	3.0066
0:05:24.702	14	FON	2.6032
0:07:39.86	23	FON	21.752
0:09:17.291	29	FON	0.5974
0:10:49.024	35	FON	5.2925
0:12:21.424	41	FON	11.3756
0:13:57.214	47	FON	10.6791
0:15:32.285	53	FON	-3.9902
0:17:00.532	59	FON	-5.824
0:18:33.5	65	FON	6.8945
0:20:02.979	71	FON	-0.5186
0:21:33.313	77	FON	-3.9928
0:23:06.217	83	FON	-5.3408
0:24:39.918	89	FON	-10.8032
0:26:16.437	95	FON	-0.1056
0:27:00.564	98	FON	-25.4711
0:28:28.739	104	FON	-26.3828
0:29:13.987	107	FON	-13.6276
0:29:58.618	110	FON	-1.2872
0:30:46.208	113	FON	-0.0602
0:32:16.328	119	FON	-16.1824
0:03:09.361	5	KIS	7.5968
0:04:40.838	11	KIS	2.3677
0:06:08.894	17	KIS	-7.8938
0:06:54.54	20	KIS	13.2784
0:08:27.964	26	KIS	7.4537
0:10:03.313	32	KIS	2.1275
0:11:35.576	38	KIS	7.236
0:13:12.551	44	KIS	0.7192
0:14:43.821	50	KIS	8.8848
0:16:17.614	56	KIS	10.5556
0:17:46.316	62	KIS	-22.5817
0:19:18.131	68	KIS	8.206
0:20:48.474	74	KIS	-18.9099
0:22:20.039	80	KIS	5.7492
0:23:51.071	86	KIS	1.9701
0:25:28.871	92	KIS	-24.4187
0:27:45.084	101	KIS	-27.3813
0:31:30.258	116	KIS	-2.3971
0:03:09.361	5	KIS	8.4141
0:04:40.838	11	KIS	16.0847
0:06:08.894	17	KIS	3.1935
0:06:54.54	20	KIS	11.0833
0:08:27.964	26	KIS	6.7397
0:10:03.313	32	KIS	15.3004
0:11:35.576	38	KIS	4.6351
0:13:12.551	44	KIS	-1.5232
0:14:43.821	50	KIS	7.2422
0:16:17.614	56	KIS	8.5664
0:17:46.316	62	KIS	-22.9528
0:19:18.131	68	KIS	5.557
0:20:48.474	74	KIS	-19.3826
0:22:20.039	80	KIS	3.587
0:23:51.071	86	KIS	-0.5616
0:25:28.871	92	KIS	-24.1877
0:27:45.084	101	KIS	-27.5771
0:31:30.258	116	KIS	-5.0845
0:03:09.361	5	KIS	9.4194
0:04:40.838	11	KIS	20.9156
0:06:08.894	17	KIS	9.972
0:06:54.54	20	KIS	9.7458
0:08:27.964	26	KIS	5.0497
0:10:03.313	32	KIS	19.3915
0:11:35.576	38	KIS	2.2674
0:13:12.551	44	KIS	-3.5968
0:14:43.821	50	KIS	5.9503
0:16:17.614	56	KIS	7.6969
0:17:46.316	62	KIS	-23.3126
0:19:18.131	68	KIS	3.0729
0:20:48.474	74	KIS	-19.8541
0:22:20.039	80	KIS	1.3002
0:23:51.071	86	KIS	-3.0335
0:25:28.871	92	KIS	-24.4123
0:27:45.084	101	KIS	-27.8432
0:31:30.258	116	KIS	-7.5403
0:03:09.361	5	KIS	9.1776
0:04:40.838	11	KIS	22.9728
0:06:08.894	17	KIS	14.7619
0:06:54.54	20	KIS	8.528
0:08:27.964	26	KIS	3.2952
0:10:03.313	32	KIS	20.3636
0:11:35.576	38	KIS	1.1179
0:13:12.551	44	KIS	-4.7418
0:14:43.821	50	KIS	6.193
0:16:17.614	56	KIS	7.4556
0:17:46.316	62	KIS	-23.5823
0:19:18.131	68	KIS	3.2961
0:20:48.474	74	KIS	-20.1441
0:22:20.039	80	KIS	-0.8095
0:23:51.071	86	KIS	-5.2946
0:25:28.871	92	KIS	-24.6516
0:27:45.084	101	KIS	-28.096
0:31:30.258	116	KIS	-9.6731
0:02:39.579	3	shock	33.3034
0:06:28.903	18	shock	34.7999
0:07:14.552	21	shock	14.1973
0:07:59.868	24	shock	36.6679
0:08:47.984	27	shock	7.707
0:11:09.031	36	shock	32.2507
0:11:55.596	39	shock	14.7378
0:12:41.445	42	shock	26.6094
0:13:32.561	45	shock	13.6097
0:14:17.228	48	shock	36.1003
0:15:52.292	54	shock	6.0653
0:18:06.323	63	shock	-10.1153
0:18:53.522	66	shock	26.5778
0:19:38.137	69	shock	17.6339
0:21:53.335	78	shock	19.3068
0:22:40.051	81	shock	-0.5399
0:23:26.233	84	shock	0.8135
0:24:11.082	87	shock	-7.6616
0:25:48.88	93	shock	-11.1048
0:29:33.993	108	shock	5.5551
0:30:18.625	111	shock	18.1103
0:31:06.225	114	shock	-2.565
0:32:36.339	120	shock	-18.5711
0:03:29.378	6	nothing	8.3288
0:04:15.457	9	nothing	2.7222
0:05:00.857	12	nothing	33.2874
0:05:44.724	15	nothing	-4.6633
0:09:37.3	30	nothing	-7.675
0:10:23.332	33	nothing	24.9451
0:15:03.843	51	nothing	17.3097
0:16:37.624	57	nothing	11.5416
0:17:20.541	60	nothing	-13.887
0:20:22.987	72	nothing	-10.4908
0:21:08.486	75	nothing	-11.4487
0:24:59.932	90	nothing	-19.3074
0:26:36.446	96	nothing	-9.8502
0:27:20.58	99	nothing	-28.3262
0:28:05.095	102	nothing	-25.0934
0:28:48.76	105	nothing	-29.0689
0:31:50.274	117	nothing	-8.7418
