Channel 1	Channel 1	Channel 1	Channel 1
Cmt Time	Cmt No	Cmt Text	Mean
 	 	 	µS
0:00:00.0	1	proceed	0.0
0:01:49.837	4	proceed	11.5642
0:02:36.319	7	proceed	7.9666
0:03:24.751	10	proceed	6.883
0:04:13.067	13	proceed	8.0738
0:04:58.483	16	proceed	8.046
0:05:45.649	19	proceed	7.2347
0:06:34.831	22	proceed	7.4293
0:07:19.446	25	proceed	7.3189
0:08:04.962	28	proceed	5.7848
0:08:51.045	31	proceed	3.5513
0:09:36.06	34	proceed	2.1749
0:10:20.843	37	proceed	-0.3365
0:11:06.359	40	proceed	-2.4708
0:11:53.258	43	proceed	-3.8234
0:12:39.723	46	proceed	-4.8145
0:13:23.389	49	proceed	-5.2908
0:14:09.005	52	proceed	-5.6993
0:15:15.204	55	proceed	-6.0442
0:16:01.586	58	proceed	-6.238
0:16:45.285	61	proceed	-6.4212
0:17:32.784	64	proceed	-6.5924
0:18:23.733	67	proceed	-6.7289
0:19:15.716	70	proceed	-6.7966
0:20:03.065	73	proceed	-6.9423
0:20:52.78	76	proceed	-7.0329
0:21:37.363	79	proceed	-7.0818
0:22:23.645	82	proceed	-7.0183
0:23:07.644	85	proceed	-7.0768
0:23:52.86	88	proceed	-7.1644
0:24:39.809	91	proceed	-7.2356
0:25:23.325	94	proceed	-7.1541
0:26:08.274	97	proceed	-7.2443
0:26:53.99	100	proceed	-7.1756
0:27:44.222	103	proceed	-7.1441
0:28:27.738	106	proceed	-7.1691
0:29:11.937	109	proceed	-7.2768
0:29:58.953	112	proceed	-7.3887
0:30:50.002	115	proceed	-7.4882
0:31:36.784	118	proceed	-7.5482
0:32:40.316	121	proceed	-7.5904
0:00:00.0	1	proceed	-2.6789
0:01:49.837	4	proceed	11.6065
0:02:36.319	7	proceed	7.972
0:03:24.751	10	proceed	7.2455
0:04:13.067	13	proceed	7.9499
0:04:58.483	16	proceed	8.2205
0:05:45.649	19	proceed	7.0211
0:06:34.831	22	proceed	7.2514
0:07:19.446	25	proceed	7.1958
0:08:04.962	28	proceed	5.6363
0:08:51.045	31	proceed	3.5052
0:09:36.06	34	proceed	2.15
0:10:20.843	37	proceed	-0.4968
0:11:06.359	40	proceed	-2.5581
0:11:53.258	43	proceed	-3.8856
0:12:39.723	46	proceed	-4.8622
0:13:23.389	49	proceed	-5.3113
0:14:09.005	52	proceed	-5.7411
0:15:15.204	55	proceed	-6.0568
0:16:01.586	58	proceed	-6.2535
0:16:45.285	61	proceed	-6.4354
0:17:32.784	64	proceed	-6.6028
0:18:23.733	67	proceed	-6.7198
0:19:15.716	70	proceed	-6.8032
0:20:03.065	73	proceed	-6.9479
0:20:52.78	76	proceed	-7.0322
0:21:37.363	79	proceed	-7.0868
0:22:23.645	82	proceed	-7.0289
0:23:07.644	85	proceed	-7.081
0:23:52.86	88	proceed	-7.1702
0:24:39.809	91	proceed	-7.2485
0:25:23.325	94	proceed	-7.1528
0:26:08.274	97	proceed	-7.2403
0:26:53.99	100	proceed	-7.1769
0:27:44.222	103	proceed	-7.1514
0:28:27.738	106	proceed	-7.1734
0:29:11.937	109	proceed	-7.2822
0:29:58.953	112	proceed	-7.3927
0:30:50.002	115	proceed	-7.4925
0:31:36.784	118	proceed	-7.5511
0:32:40.316	121	proceed	-7.5898
0:01:04.646	2	FON	7.8375
0:01:53.594	5	FON	11.8835
0:02:41.252	8	FON	8.074
0:04:16.593	14	FON	8.2164
0:05:02.029	17	FON	8.4219
0:06:37.981	23	FON	6.9243
0:07:22.477	26	FON	7.0386
0:08:07.894	29	FON	5.2827
0:08:53.476	32	FON	3.2997
0:09:38.355	35	FON	1.9114
0:10:23.746	38	FON	-0.8561
0:11:11.019	41	FON	-2.7699
0:11:56.009	44	FON	-4.005
0:12:42.089	47	FON	-4.932
0:13:26.825	50	FON	-5.3703
0:14:11.503	53	FON	-5.7805
0:15:18.167	56	FON	-6.0899
0:16:04.062	59	FON	-6.2823
0:16:50.509	62	FON	-6.4757
0:17:34.819	65	FON	-6.6192
0:18:30.923	68	FON	-6.7728
0:19:19.572	71	FON	-6.8233
0:20:07.356	74	FON	-6.9617
0:20:55.393	77	FON	-7.038
0:21:40.85	80	FON	-7.0915
0:22:25.705	83	FON	-7.0621
0:23:11.026	86	FON	-7.0876
0:23:55.2	89	FON	-7.1789
0:24:42.336	92	FON	-7.2476
0:25:25.918	95	FON	-7.1662
0:26:11.238	98	FON	-7.2392
0:26:56.374	101	FON	-7.1594
0:27:46.869	104	FON	-7.1374
0:28:30.924	107	FON	-7.184
0:29:15.98	110	FON	-7.2958
0:30:02.828	113	FON	-7.406
0:30:54.779	116	FON	-7.5038
0:31:48.289	119	FON	-7.5666
0:01:04.646	2	FON	8.5793
0:01:53.594	5	FON	11.6264
0:02:41.252	8	FON	8.1238
0:04:16.593	14	FON	8.3435
0:05:02.029	17	FON	8.7601
0:06:37.981	23	FON	6.7677
0:07:22.477	26	FON	6.9266
0:08:07.894	29	FON	5.0379
0:08:53.476	32	FON	3.1287
0:09:38.355	35	FON	1.8001
0:10:23.746	38	FON	-1.0302
0:11:11.019	41	FON	-2.8472
0:11:56.009	44	FON	-4.067
0:12:42.089	47	FON	-4.9687
0:13:26.825	50	FON	-5.4128
0:14:11.503	53	FON	-5.8068
0:15:18.167	56	FON	-6.1088
0:16:04.062	59	FON	-6.2924
0:16:50.509	62	FON	-6.4831
0:17:34.819	65	FON	-6.6311
0:18:30.923	68	FON	-6.78
0:19:19.572	71	FON	-6.8333
0:20:07.356	74	FON	-6.9655
0:20:55.393	77	FON	-7.0407
0:21:40.85	80	FON	-7.0927
0:22:25.705	83	FON	-7.0669
0:23:11.026	86	FON	-7.0928
0:23:55.2	89	FON	-7.183
0:24:42.336	92	FON	-7.2462
0:25:25.918	95	FON	-7.1715
0:26:11.238	98	FON	-7.2405
0:26:56.374	101	FON	-7.1502
0:27:46.869	104	FON	-7.1369
0:28:30.924	107	FON	-7.1918
0:29:15.98	110	FON	-7.3032
0:30:02.828	113	FON	-7.4116
0:30:54.779	116	FON	-7.5074
0:31:48.289	119	FON	-7.5685
0:01:04.646	2	FON	9.4904
0:01:53.594	5	FON	10.9786
0:02:41.252	8	FON	8.1092
0:04:16.593	14	FON	8.3806
0:05:02.029	17	FON	8.9072
0:06:37.981	23	FON	6.6077
0:07:22.477	26	FON	6.793
0:08:07.894	29	FON	4.8008
0:08:53.476	32	FON	2.9512
0:09:38.355	35	FON	1.6651
0:10:23.746	38	FON	-1.1738
0:11:11.019	41	FON	-2.9232
0:11:56.009	44	FON	-4.1273
0:12:42.089	47	FON	-5.005
0:13:26.825	50	FON	-5.4229
0:14:11.503	53	FON	-5.8285
0:15:18.167	56	FON	-6.1247
0:16:04.062	59	FON	-6.3027
0:16:50.509	62	FON	-6.4889
0:17:34.819	65	FON	-6.6404
0:18:30.923	68	FON	-6.7864
0:19:19.572	71	FON	-6.8422
0:20:07.356	74	FON	-6.9692
0:20:55.393	77	FON	-7.043
0:21:40.85	80	FON	-7.0933
0:22:25.705	83	FON	-7.0691
0:23:11.026	86	FON	-7.0979
0:23:55.2	89	FON	-7.1871
0:24:42.336	92	FON	-7.2434
0:25:25.918	95	FON	-7.1773
0:26:11.238	98	FON	-7.2399
0:26:56.374	101	FON	-7.149
0:27:46.869	104	FON	-7.1259
0:28:30.924	107	FON	-7.1984
0:29:15.98	110	FON	-7.3096
0:30:02.828	113	FON	-7.4175
0:30:54.779	116	FON	-7.5111
0:31:48.289	119	FON	-7.5701
0:01:04.646	2	FON	10.2707
0:01:53.594	5	FON	10.6091
0:02:41.252	8	FON	8.0423
0:04:16.593	14	FON	8.2879
0:05:02.029	17	FON	8.9567
0:06:37.981	23	FON	6.6793
0:07:22.477	26	FON	6.6454
0:08:07.894	29	FON	4.5597
0:08:53.476	32	FON	2.7695
0:09:38.355	35	FON	1.542
0:10:23.746	38	FON	-1.3195
0:11:11.019	41	FON	-2.9973
0:11:56.009	44	FON	-4.1826
0:12:42.089	47	FON	-5.0339
0:13:26.825	50	FON	-5.4402
0:14:11.503	53	FON	-5.845
0:15:18.167	56	FON	-6.1366
0:16:04.062	59	FON	-6.3127
0:16:50.509	62	FON	-6.4951
0:17:34.819	65	FON	-6.6475
0:18:30.923	68	FON	-6.7931
0:19:19.572	71	FON	-6.851
0:20:07.356	74	FON	-6.9724
0:20:55.393	77	FON	-7.0457
0:21:40.85	80	FON	-7.0943
0:22:25.705	83	FON	-7.0701
0:23:11.026	86	FON	-7.1026
0:23:55.2	89	FON	-7.1909
0:24:42.336	92	FON	-7.2405
0:25:25.918	95	FON	-7.1838
0:26:11.238	98	FON	-7.2389
0:26:56.374	101	FON	-7.1474
0:27:46.869	104	FON	-7.1224
0:28:30.924	107	FON	-7.2041
0:29:15.98	110	FON	-7.3158
0:30:02.828	113	FON	-7.4234
0:30:54.779	116	FON	-7.5142
0:31:48.289	119	FON	-7.5717
0:03:29.184	11	KIS	7.6329
0:05:51.934	20	KIS	6.6351
0:03:29.184	11	KIS	7.8252
0:05:51.934	20	KIS	6.62
0:03:29.184	11	KIS	7.8716
0:05:51.934	20	KIS	6.5656
0:03:29.184	11	KIS	7.8079
0:05:51.934	20	KIS	6.4799
0:01:24.66	3	shock	13.286
0:02:13.606	6	shock	9.3034
0:03:01.27	9	shock	7.2627
0:03:49.203	12	shock	8.2769
0:04:36.603	15	shock	7.7988
0:05:22.05	18	shock	8.6164
0:06:11.949	21	shock	6.471
0:06:57.998	24	shock	7.5156
0:07:42.498	27	shock	5.8266
0:08:27.913	30	shock	3.3372
0:09:13.496	33	shock	1.8223
0:10:43.76	39	shock	-2.0336
0:14:31.523	54	shock	-5.9174
0:15:38.188	57	shock	-6.1906
0:16:24.07	60	shock	-6.3638
0:17:10.519	63	shock	-6.5356
0:17:54.835	66	shock	-6.6841
0:18:50.934	69	shock	-6.8186
0:19:39.583	72	shock	-6.8928
0:22:00.864	81	shock	-7.1066
0:24:15.211	90	shock	-7.2068
0:25:45.926	96	shock	-7.2185
0:26:31.258	99	shock	-7.2419
0:27:16.391	102	shock	-7.1362
0:29:35.988	111	shock	-7.3427
0:30:22.837	114	shock	-7.455
0:09:58.363	36	nothing	0.8492
0:11:31.027	42	nothing	-3.3784
0:12:16.026	45	nothing	-4.4533
0:13:02.109	48	nothing	-5.1864
0:13:46.841	51	nothing	-5.4967
0:20:27.367	75	nothing	-6.9903
0:21:15.415	78	nothing	-7.064
0:22:45.713	84	nothing	-7.0743
0:23:31.045	87	nothing	-7.1269
0:25:02.345	93	nothing	-7.2332
0:28:06.891	105	nothing	-7.1278
0:28:50.94	108	nothing	-7.236
0:31:14.786	117	nothing	-7.5266
0:32:08.301	120	nothing	-7.5807
